"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YHR072W" "OTHER" "1" "ERG7" "S. cerevisiae" "ERGosterol biosynthesis" "2196" "YHR072W" "S000001114" "ORF"
"YNL052W" "OTHER" "1" "COX5A" "S. cerevisiae" "Cytochrome c OXidase" "462" "YNL052W" "S000004997" "ORF"
"YBR068C" "OTHER" "1" "BAP2" "S. cerevisiae" "Branched-chain Amino acid Permease" "1830" "YBR068C" "S000000272" "ORF"
"YJL052W" "OTHER" "1" "TDH1" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YJL052W" "S000003588" "ORF"
"YJR158W" "OTHER" "1" "HXT16" "S. cerevisiae" "HeXose Transporter" "1704" "YJR158W" "S000003919" "ORF"
"YKL182W" "OTHER" "1" "FAS1" "S. cerevisiae" "Fatty Acid Synthetase" "6156" "YKL182W" "S000001665" "ORF"
"YBL064C" "OTHER" "1" "PRX1" "S. cerevisiae" "PeroxiRedoXin" "786" "YBL064C" "S000000160" "ORF"
"YOR236W" "OTHER" "1" "DFR1" "S. cerevisiae" "DihydroFolate Reductase" "636" "YOR236W" "S000005762" "ORF"
"YLR142W" "OTHER" "1" "PUT1" "S. cerevisiae" "Proline UTilization" "1431" "YLR142W" "S000004132" "ORF"
"YPR167C" "OTHER" "1" "MET16" "S. cerevisiae" "METhionine requiring" "786" "YPR167C" "S000006371" "ORF"
"YKL094W" "OTHER" "1" "YJU3" "S. cerevisiae" "" "942" "YKL094W" "S000001577" "ORF"
"YLR138W" "OTHER" "1" "NHA1" "S. cerevisiae" "Na+/H+ Antiporter" "2958" "YLR138W" "S000004128" "ORF"
"YLL062C" "OTHER" "1" "MHT1" "S. cerevisiae" "S-Methylmethionine-Homocysteine methylTransferase" "975" "YLL062C" "S000003985" "ORF"
"YMR220W" "OTHER" "1" "ERG8" "S. cerevisiae" "ERGosterol biosynthesis" "1356" "YMR220W" "S000004833" "ORF"
"YMR008C" "OTHER" "1" "PLB1" "S. cerevisiae" "PhosphoLipase B" "1995" "YMR008C" "S000004610" "ORF"
"YPL036W" "OTHER" "1" "PMA2" "S. cerevisiae" "Plasma Membrane ATPase" "2844" "YPL036W" "S000005957" "ORF"
"YLR142W" "OTHER" "1" "PUT1" "S. cerevisiae" "Proline UTilization" "1431" "YLR142W" "S000004132" "ORF"
"YNR041C" "OTHER" "1" "COQ2" "S. cerevisiae" "COenzyme Q" "1119" "YNR041C" "S000005324" "ORF"
"YKR039W" "OTHER" "1" "GAP1" "S. cerevisiae" "General Amino acid Permease" "1809" "YKR039W" "S000001747" "ORF"
"YPR021C" "OTHER" "1" "AGC1" "S. cerevisiae" "Aspartate-Glutamate Carrier" "2709" "YPR021C" "S000006225" "ORF"
"YDL055C" "OTHER" "1" "PSA1" "S. cerevisiae" "" "1086" "YDL055C" "S000002213" "ORF"
"YHR072W" "OTHER" "1" "ERG7" "S. cerevisiae" "ERGosterol biosynthesis" "2196" "YHR072W" "S000001114" "ORF"
"YBR035C" "OTHER" "1" "PDX3" "S. cerevisiae" "PyriDoXine auxotrophy" "687" "YBR035C" "S000000239" "ORF"
"YKR067W" "OTHER" "1" "GPT2" "S. cerevisiae" "Glycerol-3-Phosphate acylTransferase" "2232" "YKR067W" "S000001775" "ORF"
"YNR057C" "OTHER" "1" "BIO4" "S. cerevisiae" "BIOtin" "714" "YNR057C" "S000005340" "ORF"
"YMR054W" "OTHER" "1" "STV1" "S. cerevisiae" "Similar To VPH1" "2673" "YMR054W" "S000004658" "ORF"
"YGR121C" "OTHER" "1" "MEP1" "S. cerevisiae" "" "1479" "YGR121C" "S000003353" "ORF"
"YKL085W" "OTHER" "1" "MDH1" "S. cerevisiae" "Malate DeHydrogenase" "1005" "YKL085W" "S000001568" "ORF"
"YOR335C" "OTHER" "1" "ALA1" "S. cerevisiae" "ALAnyl-tRNA synthetase" "2877" "YOR335C" "S000005862" "ORF"
"YFL045C" "OTHER" "1" "SEC53" "S. cerevisiae" "SECretory" "765" "YFL045C" "S000001849" "ORF"
"YDL042C" "OTHER" "1" "SIR2" "S. cerevisiae" "Silent Information Regulator" "1689" "YDL042C" "S000002200" "ORF"
"YML106W" "OTHER" "1" "URA5" "S. cerevisiae" "URAcil requiring" "681" "YML106W" "S000004574" "ORF"
"YMR205C" "OTHER" "1" "PFK2" "S. cerevisiae" "PhosphoFructoKinase" "2880" "YMR205C" "S000004818" "ORF"
"YHR128W" "OTHER" "1" "FUR1" "S. cerevisiae" "5-FluoroURidine resistant" "651" "YHR128W" "S000001170" "ORF"
"YDR428C" "OTHER" "1" "BNA7" "S. cerevisiae" "Biosynthesis of NAD" "786" "YDR428C" "S000002836" "ORF"
"YKR053C" "OTHER" "1" "YSR3" "S. cerevisiae" "Yeast Sphingolipid Resistance" "1215" "YKR053C" "S000001761" "ORF"
"YDL198C" "OTHER" "1" "GGC1" "S. cerevisiae" "GDP/GTP Carrier" "903" "YDL198C" "S000002357" "ORF"
"YDR503C" "OTHER" "1" "LPP1" "S. cerevisiae" "Lipid Phosphate Phosphatase" "825" "YDR503C" "S000002911" "ORF"
"YPL059W" "OTHER" "1" "GRX5" "S. cerevisiae" "GlutaRedoXin" "453" "YPL059W" "S000005980" "ORF"
"YCL052C" "OTHER" "1" "PBN1" "S. cerevisiae" "Protease B Non-derepressible" "1251" "YCL052C" "S000000557" "ORF"
"YOL065C" "OTHER" "1" "INP54" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "1155" "YOL065C" "S000005426" "ORF"
"YDL066W" "OTHER" "1" "IDP1" "S. cerevisiae" "Isocitrate Dehydrogenase, NADP-specific" "1287" "YDL066W" "S000002224" "ORF"
"YLR382C" "OTHER" "1" "NAM2" "S. cerevisiae" "Nuclear Accommodation of Mitochondria" "2685" "YLR382C" "S000004374" "ORF"
"YLR138W" "OTHER" "1" "NHA1" "S. cerevisiae" "Na+/H+ Antiporter" "2958" "YLR138W" "S000004128" "ORF"
"YOR095C" "OTHER" "1" "RKI1" "S. cerevisiae" "Ribose-5-phosphate Ketol-Isomerase" "777" "YOR095C" "S000005621" "ORF"
"YGR254W" "OTHER" "1" "ENO1" "S. cerevisiae" "ENOlase" "1314" "YGR254W" "S000003486" "ORF"
"YHR067W" "OTHER" "1" "HTD2" "S. cerevisiae" "Hydroxyacyl-Thioester Dehydratase" "843" "YHR067W" "S000001109" "ORF"
"YMR267W" "OTHER" "1" "PPA2" "S. cerevisiae" "PyroPhosphatAse" "933" "YMR267W" "S000004880" "ORF"
"YOL055C" "OTHER" "1" "THI20" "S. cerevisiae" "THIamine metabolism" "1656" "YOL055C" "S000005416" "ORF"
"YGR240C" "OTHER" "1" "PFK1" "S. cerevisiae" "PhosphoFructoKinase" "2964" "YGR240C" "S000003472" "ORF"
"YCL030C" "OTHER" "1" "HIS4" "S. cerevisiae" "HIStidine requiring" "2400" "YCL030C" "S000000535" "ORF"
"YLR180W" "OTHER" "1" "SAM1" "S. cerevisiae" "S-AdenosylMethionine requiring" "1149" "YLR180W" "S000004170" "ORF"
"YER065C" "OTHER" "1" "ICL1" "S. cerevisiae" "IsoCitrate Lyase" "1674" "YER065C" "S000000867" "ORF"
"YOL059W" "OTHER" "1" "GPD2" "S. cerevisiae" "Glycerol-3-Phosphate Dehydrogenase" "1323" "YOL059W" "S000005420" "ORF"
"YBR018C" "OTHER" "1" "GAL7" "S. cerevisiae" "GALactose metabolism" "1101" "YBR018C" "S000000222" "ORF"
"YLR209C" "OTHER" "1" "PNP1" "S. cerevisiae" "purine nucleoside phosphorylase" "936" "YLR209C" "S000004199" "ORF"
"YJL088W" "OTHER" "1" "ARG3" "S. cerevisiae" "ARGinine requiring" "1017" "YJL088W" "S000003624" "ORF"
"YGL009C" "OTHER" "1" "LEU1" "S. cerevisiae" "LEUcine biosynthesis" "2340" "YGL009C" "S000002977" "ORF"
"YBR199W" "OTHER" "1" "KTR4" "S. cerevisiae" "Kre Two Related" "1395" "YBR199W" "S000000403" "ORF"
"YPR145W" "OTHER" "1" "ASN1" "S. cerevisiae" "ASparagiNe requiring" "1719" "YPR145W" "S000006349" "ORF"
"YCL018W" "OTHER" "1" "LEU2" "S. cerevisiae" "LEUcine biosynthesis" "1095" "YCL018W" "S000000523" "ORF"
"YGL067W" "OTHER" "1" "NPY1" "S. cerevisiae" "NADH PYrophosphatase" "1155" "YGL067W" "S000003035" "ORF"
"YNL247W" "OTHER" "1" "" "S. cerevisiae" "" "2304" "YNL247W" "S000005191" "ORF"
"YDL205C" "OTHER" "1" "HEM3" "S. cerevisiae" "HEMe biosynthesis" "984" "YDL205C" "S000002364" "ORF"
"YLR303W" "OTHER" "1" "MET17" "S. cerevisiae" "METhionine requiring" "1335" "YLR303W" "S000004294" "ORF"
"YDL171C" "OTHER" "1" "GLT1" "S. cerevisiae" "GLuTamate synthase" "6438" "YDL171C" "S000002330" "ORF"
"YBR042C" "OTHER" "1" "CST26" "S. cerevisiae" "Chromosome STability" "1194" "YBR042C" "S000000246" "ORF"
"YDR294C" "OTHER" "1" "DPL1" "S. cerevisiae" "Dihydrosphingosine Phosphate Lyase" "1770" "YDR294C" "S000002702" "ORF"
"YOR180C" "OTHER" "1" "DCI1" "S. cerevisiae" "delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase" "816" "YOR180C" "S000005706" "ORF"
"YDR135C" "OTHER" "1" "YCF1" "S. cerevisiae" "Yeast Cadmium Factor" "4548" "YDR135C" "S000002542" "ORF"
"YPL092W" "OTHER" "1" "SSU1" "S. cerevisiae" "Sensitive to SUlfite" "1377" "YPL092W" "S000006013" "ORF"
"YER073W" "OTHER" "1" "ALD5" "S. cerevisiae" "ALdehyde Dehydrogenase" "1563" "YER073W" "S000000875" "ORF"
"YER005W" "OTHER" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"YGR121C" "OTHER" "1" "MEP1" "S. cerevisiae" "" "1479" "YGR121C" "S000003353" "ORF"
"YOL061W" "OTHER" "1" "PRS5" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "1491" "YOL061W" "S000005422" "ORF"
"YLR382C" "OTHER" "1" "NAM2" "S. cerevisiae" "Nuclear Accommodation of Mitochondria" "2685" "YLR382C" "S000004374" "ORF"
"YNL129W" "OTHER" "1" "NRK1" "S. cerevisiae" "Nicotinamide Riboside Kinase" "723" "YNL129W" "S000005073" "ORF"
"YNL270C" "OTHER" "1" "ALP1" "S. cerevisiae" "" "1722" "YNL270C" "S000005214" "ORF"
"YDR234W" "OTHER" "1" "LYS4" "S. cerevisiae" "LYSine requiring" "2082" "YDR234W" "S000002642" "ORF"
"YOR143C" "OTHER" "1" "THI80" "S. cerevisiae" "THIamine metabolism" "960" "YOR143C" "S000005669" "ORF"
"YJL060W" "OTHER" "1" "BNA3" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1335" "YJL060W" "S000003596" "ORF"
"YFL011W" "OTHER" "1" "HXT10" "S. cerevisiae" "HeXose Transporter" "1641" "YFL011W" "S000001883" "ORF"
"YOL143C" "OTHER" "1" "RIB4" "S. cerevisiae" "RIBoflavin biosynthesis" "510" "YOL143C" "S000005503" "ORF"
"YOR190W" "OTHER" "1" "SPR1" "S. cerevisiae" "SPorulation Regulated" "1338" "YOR190W" "S000005716" "ORF"
"YDR037W" "OTHER" "1" "KRS1" "S. cerevisiae" "Lysyl (K) tRNA Synthetase" "1776" "YDR037W" "S000002444" "ORF"
"YGR007W" "OTHER" "1" "ECT1" "S. cerevisiae" "Ethanolamine-phosphate CytidylylTransferase" "972" "YGR007W" "S000003239" "ORF"
"YDR502C" "OTHER" "1" "SAM2" "S. cerevisiae" "S-AdenosylMethionine requiring" "1155" "YDR502C" "S000002910" "ORF"
"YBR153W" "OTHER" "1" "RIB7" "S. cerevisiae" "RIBoflavin biosynthesis" "735" "YBR153W" "S000000357" "ORF"
"YIL124W" "OTHER" "1" "AYR1" "S. cerevisiae" "1-AcyldihYdroxyacetone-phosphate Reductase" "894" "YIL124W" "S000001386" "ORF"
"YEL027W" "OTHER" "1" "VMA3" "S. cerevisiae" "Vacuolar Membrane Atpase" "483" "YEL027W" "S000000753" "ORF"
"YOR155C" "OTHER" "1" "ISN1" "S. cerevisiae" "IMP-Specific 5'-Nucleotidase" "1353" "YOR155C" "S000005681" "ORF"
"YBR149W" "OTHER" "1" "ARA1" "S. cerevisiae" "D-ARAbinose dehydrogenase" "1035" "YBR149W" "S000000353" "ORF"
"YBR294W" "OTHER" "1" "SUL1" "S. cerevisiae" "SULfate" "2580" "YBR294W" "S000000498" "ORF"
"YLR348C" "OTHER" "1" "DIC1" "S. cerevisiae" "DIcarboxylate Carrier" "897" "YLR348C" "S000004340" "ORF"
"YPR002W" "OTHER" "1" "PDH1" "S. cerevisiae" "prpD Homolog" "1551" "YPR002W" "S000006206" "ORF"
"YJR139C" "OTHER" "1" "HOM6" "S. cerevisiae" "HOMoserine requiring" "1080" "YJR139C" "S000003900" "ORF"
"YKL001C" "OTHER" "1" "MET14" "S. cerevisiae" "METhionine requiring" "609" "YKL001C" "S000001484" "ORF"
"YPR191W" "OTHER" "1" "QCR2" "S. cerevisiae" "QH2:cytochrome-C oxidoReductase" "1107" "YPR191W" "S000006395" "ORF"
"YCL030C" "OTHER" "1" "HIS4" "S. cerevisiae" "HIStidine requiring" "2400" "YCL030C" "S000000535" "ORF"
"YOR192C" "OTHER" "1" "THI72" "S. cerevisiae" "THI7 homolog 2" "1800" "YOR192C" "S000005718" "ORF"
"YAL038W" "OTHER" "1" "CDC19" "S. cerevisiae" "Cell Division Cycle" "1503" "YAL038W" "S000000036" "ORF"
"YBR145W" "OTHER" "1" "ADH5" "S. cerevisiae" "Alcohol DeHydrogenase" "1056" "YBR145W" "S000000349" "ORF"
"YBR298C" "OTHER" "1" "MAL31" "S. cerevisiae" "MALtose fermentation" "1845" "YBR298C" "S000000502" "ORF"
"YER065C" "OTHER" "1" "ICL1" "S. cerevisiae" "IsoCitrate Lyase" "1674" "YER065C" "S000000867" "ORF"
"YIL162W" "OTHER" "1" "SUC2" "S. cerevisiae" "SUCrose" "1599" "YIL162W" "S000001424" "ORF"
"YDR268W" "OTHER" "1" "MSW1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)" "1140" "YDR268W" "S000002676" "ORF"
"YNL101W" "OTHER" "1" "AVT4" "S. cerevisiae" "Amino acid Vacuolar Transport" "2142" "YNL101W" "S000005045" "ORF"
"YPL069C" "OTHER" "1" "BTS1" "S. cerevisiae" "Bet Two Suppressor" "1008" "YPL069C" "S000005990" "ORF"
"YMR170C" "OTHER" "1" "ALD2" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR170C" "S000004780" "ORF"
"YDR272W" "OTHER" "1" "GLO2" "S. cerevisiae" "GLyOxalase" "825" "YDR272W" "S000002680" "ORF"
"YLR304C" "OTHER" "1" "ACO1" "S. cerevisiae" "ACOnitase" "2337" "YLR304C" "S000004295" "ORF"
"YJL088W" "OTHER" "1" "ARG3" "S. cerevisiae" "ARGinine requiring" "1017" "YJL088W" "S000003624" "ORF"
"YPL087W" "OTHER" "1" "YDC1" "S. cerevisiae" "Yeast DihydroCeramidase" "954" "YPL087W" "S000006008" "ORF"
"YMR011W" "OTHER" "1" "HXT2" "S. cerevisiae" "HeXose Transporter" "1626" "YMR011W" "S000004613" "ORF"
"YKL194C" "OTHER" "1" "MST1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Threonine" "1389" "YKL194C" "S000001677" "ORF"
"YJL005W" "OTHER" "1" "CYR1" "S. cerevisiae" "CYclic AMP Requirement" "6081" "YJL005W" "S000003542" "ORF"
"YBR092C" "OTHER" "1" "PHO3" "S. cerevisiae" "PHOsphate metabolism" "1404" "YBR092C" "S000000296" "ORF"
"YLR180W" "OTHER" "1" "SAM1" "S. cerevisiae" "S-AdenosylMethionine requiring" "1149" "YLR180W" "S000004170" "ORF"
"YKL141W" "OTHER" "1" "SDH3" "S. cerevisiae" "Succinate DeHydrogenase" "597" "YKL141W" "S000001624" "ORF"
"YMR271C" "OTHER" "1" "URA10" "S. cerevisiae" "URAcil requiring" "684" "YMR271C" "S000004884" "ORF"
"YDL131W" "OTHER" "1" "LYS21" "S. cerevisiae" "LYSine" "1323" "YDL131W" "S000002289" "ORF"
"YKL188C" "OTHER" "1" "PXA2" "S. cerevisiae" "PeroXisomal ABC-transporter" "2562" "YKL188C" "S000001671" "ORF"
"YBR196C" "OTHER" "1" "PGI1" "S. cerevisiae" "PhosphoGlucoIsomerase" "1665" "YBR196C" "S000000400" "ORF"
"YPR020W" "OTHER" "1" "ATP20" "S. cerevisiae" "ATP synthase" "348" "YPR020W" "S000006224" "ORF"
"YGR110W" "OTHER" "1" "CLD1" "S. cerevisiae" "CardioLipin-specific Deacylase" "1338" "YGR110W" "S000003342" "ORF"
"YOR311C" "OTHER" "1" "DGK1" "S. cerevisiae" "DiacylGlycerol Kinase" "873" "YOR311C" "S000005838" "ORF"
"YIR032C" "OTHER" "1" "DAL3" "S. cerevisiae" "Degradation of Allantoin" "588" "YIR032C" "S000001471" "ORF"
"YPL262W" "OTHER" "1" "FUM1" "S. cerevisiae" "FUMarase" "1467" "YPL262W" "S000006183" "ORF"
"YBR208C" "OTHER" "1" "DUR1,2" "S. cerevisiae" "Degradation of URea" "5508" "YBR208C" "S000000412" "ORF"
"YER005W" "OTHER" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"YGR124W" "OTHER" "1" "ASN2" "S. cerevisiae" "ASparagiNe requiring" "1719" "YGR124W" "S000003356" "ORF"
"YDR367W" "OTHER" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"YJR010W" "OTHER" "1" "MET3" "S. cerevisiae" "METhionine requiring" "1536" "YJR010W" "S000003771" "ORF"
"YDR007W" "OTHER" "1" "TRP1" "S. cerevisiae" "TRyPtophan" "675" "YDR007W" "S000002414" "ORF"
"YKL192C" "OTHER" "1" "ACP1" "S. cerevisiae" "Acyl Carrier Protein" "378" "YKL192C" "S000001675" "ORF"
"YJL212C" "OTHER" "1" "OPT1" "S. cerevisiae" "OligoPeptide Transporter" "2400" "YJL212C" "S000003748" "ORF"
"YMR015C" "OTHER" "1" "ERG5" "S. cerevisiae" "ERGosterol biosynthesis" "1617" "YMR015C" "S000004617" "ORF"
"YDR315C" "OTHER" "1" "IPK1" "S. cerevisiae" "Inositol Polyphosphate Kinase" "846" "YDR315C" "S000002723" "ORF"
"YER073W" "OTHER" "1" "ALD5" "S. cerevisiae" "ALdehyde Dehydrogenase" "1563" "YER073W" "S000000875" "ORF"
"YJL060W" "OTHER" "1" "BNA3" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1335" "YJL060W" "S000003596" "ORF"
"YFR030W" "OTHER" "1" "MET10" "S. cerevisiae" "METhionine requiring" "3108" "YFR030W" "S000001926" "ORF"
"YKL080W" "OTHER" "1" "VMA5" "S. cerevisiae" "Vacuolar Membrane Atpase" "1179" "YKL080W" "S000001563" "ORF"
"YDR232W" "OTHER" "1" "HEM1" "S. cerevisiae" "HEMe biosynthesis" "1647" "YDR232W" "S000002640" "ORF"
"YKR061W" "OTHER" "1" "KTR2" "S. cerevisiae" "Kre Two Related" "1278" "YKR061W" "S000001769" "ORF"
"YJR103W" "OTHER" "1" "URA8" "S. cerevisiae" "URAcil requiring" "1737" "YJR103W" "S000003864" "ORF"
"YGL205W" "OTHER" "1" "POX1" "S. cerevisiae" "" "2247" "YGL205W" "S000003173" "ORF"
"YNL130C" "OTHER" "1" "CPT1" "S. cerevisiae" "CholinePhosphoTransferase" "1274" "YNL130C" "S000005074" "ORF"
"YDL095W" "OTHER" "1" "PMT1" "S. cerevisiae" "Protein O-MannosylTransferase" "2454" "YDL095W" "S000002253" "ORF"
"YBR205W" "OTHER" "1" "KTR3" "S. cerevisiae" "Kre Two Related" "1215" "YBR205W" "S000000409" "ORF"
"YDR300C" "OTHER" "1" "PRO1" "S. cerevisiae" "PROline requiring" "1287" "YDR300C" "S000002708" "ORF"
"YDR158W" "OTHER" "1" "HOM2" "S. cerevisiae" "HOMoserine requiring" "1098" "YDR158W" "S000002565" "ORF"
"YGR264C" "OTHER" "1" "MES1" "S. cerevisiae" "MEthionyl-tRNA Synthetase" "2256" "YGR264C" "S000003496" "ORF"
"YEL027W" "OTHER" "1" "VMA3" "S. cerevisiae" "Vacuolar Membrane Atpase" "483" "YEL027W" "S000000753" "ORF"
"YPL273W" "OTHER" "1" "SAM4" "S. cerevisiae" "S-AdenosylMethionine metabolism" "978" "YPL273W" "S000006194" "ORF"
"YLR146C" "OTHER" "1" "SPE4" "S. cerevisiae" "SPErmidine auxotroph" "903" "YLR146C" "S000004136" "ORF"
"YBR291C" "OTHER" "1" "CTP1" "S. cerevisiae" "Citrate Transport Protein" "900" "YBR291C" "S000000495" "ORF"
"YBL064C" "OTHER" "1" "PRX1" "S. cerevisiae" "PeroxiRedoXin" "786" "YBL064C" "S000000160" "ORF"
"YMR120C" "OTHER" "1" "ADE17" "S. cerevisiae" "ADEnine" "1779" "YMR120C" "S000004727" "ORF"
"YHR092C" "OTHER" "1" "HXT4" "S. cerevisiae" "HeXose Transporter" "1731" "YHR092C" "S000001134" "ORF"
"YOR171C" "OTHER" "1" "LCB4" "S. cerevisiae" "Long-Chain Base" "1875" "YOR171C" "S000005697" "ORF"
"YLR209C" "OTHER" "1" "PNP1" "S. cerevisiae" "purine nucleoside phosphorylase" "936" "YLR209C" "S000004199" "ORF"
"YOR054C" "OTHER" "1" "VHS3" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "2025" "YOR054C" "S000005580" "ORF"
"YLR304C" "OTHER" "1" "ACO1" "S. cerevisiae" "ACOnitase" "2337" "YLR304C" "S000004295" "ORF"
"YGR065C" "OTHER" "1" "VHT1" "S. cerevisiae" "Vitamin H Transporter" "1782" "YGR065C" "S000003297" "ORF"
"YGL067W" "OTHER" "1" "NPY1" "S. cerevisiae" "NADH PYrophosphatase" "1155" "YGL067W" "S000003035" "ORF"
"YGR110W" "OTHER" "1" "CLD1" "S. cerevisiae" "CardioLipin-specific Deacylase" "1338" "YGR110W" "S000003342" "ORF"
"YPL053C" "OTHER" "1" "KTR6" "S. cerevisiae" "Kre Two Related" "1341" "YPL053C" "S000005974" "ORF"
"YCL052C" "OTHER" "1" "PBN1" "S. cerevisiae" "Protease B Non-derepressible" "1251" "YCL052C" "S000000557" "ORF"
"YGL009C" "OTHER" "1" "LEU1" "S. cerevisiae" "LEUcine biosynthesis" "2340" "YGL009C" "S000002977" "ORF"
"YDR384C" "OTHER" "1" "ATO3" "S. cerevisiae" "Ammonia (Ammonium) Transport Outward" "828" "YDR384C" "S000002792" "ORF"
"YPR159W" "OTHER" "1" "KRE6" "S. cerevisiae" "Killer toxin REsistant" "2163" "YPR159W" "S000006363" "ORF"
"YPL172C" "OTHER" "1" "COX10" "S. cerevisiae" "Cytochrome c OXidase" "1389" "YPL172C" "S000006093" "ORF"
"YPL189W" "OTHER" "1" "GUP2" "S. cerevisiae" "Glycerol UPtake" "1830" "YPL189W" "S000006110" "ORF"
"YIR027C" "OTHER" "1" "DAL1" "S. cerevisiae" "Degradation of Allantoin" "1383" "YIR027C" "S000001466" "ORF"
"YHR144C" "OTHER" "1" "DCD1" "S. cerevisiae" "dCMP Deaminase" "939" "YHR144C" "S000001187" "ORF"
"YPR183W" "OTHER" "1" "DPM1" "S. cerevisiae" "Dolichol Phosphate Mannose synthase" "804" "YPR183W" "S000006387" "ORF"
"YKL165C" "OTHER" "1" "MCD4" "S. cerevisiae" "Morphogenesis Checkpoint Dependent" "2760" "YKL165C" "S000001648" "ORF"
"YGR007W" "OTHER" "1" "ECT1" "S. cerevisiae" "Ethanolamine-phosphate CytidylylTransferase" "972" "YGR007W" "S000003239" "ORF"
"YGR065C" "OTHER" "1" "VHT1" "S. cerevisiae" "Vitamin H Transporter" "1782" "YGR065C" "S000003297" "ORF"
"YPL212C" "OTHER" "1" "PUS1" "S. cerevisiae" "PseudoUridine Synthase" "1635" "YPL212C" "S000006133" "ORF"
"YBR038W" "OTHER" "1" "CHS2" "S. cerevisiae" "CHitin Synthase" "2892" "YBR038W" "S000000242" "ORF"
"YNL129W" "OTHER" "1" "NRK1" "S. cerevisiae" "Nicotinamide Riboside Kinase" "723" "YNL129W" "S000005073" "ORF"
"YDR400W" "OTHER" "1" "URH1" "S. cerevisiae" "URidine Hydrolase" "1023" "YDR400W" "S000002808" "ORF"
"YPL053C" "OTHER" "1" "KTR6" "S. cerevisiae" "Kre Two Related" "1341" "YPL053C" "S000005974" "ORF"
"YGR286C" "OTHER" "1" "BIO2" "S. cerevisiae" "BIOtin" "1128" "YGR286C" "S000003518" "ORF"
"YOR120W" "OTHER" "1" "GCY1" "S. cerevisiae" "Galactose-inducible Crystallin-like Yeast protein" "939" "YOR120W" "S000005646" "ORF"
"YJL134W" "OTHER" "1" "LCB3" "S. cerevisiae" "Long-Chain Base" "1230" "YJL134W" "S000003670" "ORF"
"YJL101C" "OTHER" "1" "GSH1" "S. cerevisiae" "glutathione (GSH)" "2037" "YJL101C" "S000003637" "ORF"
"YPL189W" "OTHER" "1" "GUP2" "S. cerevisiae" "Glycerol UPtake" "1830" "YPL189W" "S000006110" "ORF"
"YER024W" "OTHER" "1" "YAT2" "S. cerevisiae" "" "2772" "YER024W" "S000000826" "ORF"
"YPL234C" "OTHER" "1" "VMA11" "S. cerevisiae" "Vacuolar Membrane Atpase" "495" "YPL234C" "S000006155" "ORF"
"YOR054C" "OTHER" "1" "VHS3" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "2025" "YOR054C" "S000005580" "ORF"
"YMR170C" "OTHER" "1" "ALD2" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR170C" "S000004780" "ORF"
"YLR134W" "OTHER" "1" "PDC5" "S. cerevisiae" "Pyruvate DeCarboxylase" "1692" "YLR134W" "S000004124" "ORF"
"YGR124W" "OTHER" "1" "ASN2" "S. cerevisiae" "ASparagiNe requiring" "1719" "YGR124W" "S000003356" "ORF"
"YPL273W" "OTHER" "1" "SAM4" "S. cerevisiae" "S-AdenosylMethionine metabolism" "978" "YPL273W" "S000006194" "ORF"
"YML086C" "OTHER" "1" "ALO1" "S. cerevisiae" "D-Arabinono-1,4-Lactone Oxidase" "1581" "YML086C" "S000004551" "ORF"
"YKL216W" "OTHER" "1" "URA1" "S. cerevisiae" "URAcil requiring" "945" "YKL216W" "S000001699" "ORF"
"YMR101C" "OTHER" "1" "SRT1" "S. cerevisiae" "Suppressor of Rer-Two" "1032" "YMR101C" "S000004707" "ORF"
"YBR199W" "OTHER" "1" "KTR4" "S. cerevisiae" "Kre Two Related" "1395" "YBR199W" "S000000403" "ORF"
"Q0105" "OTHER" "1" "COB" "S. cerevisiae" "CytochrOme B" "7108" "Q0105" "S000007270" "ORF"
"YNR041C" "OTHER" "1" "COQ2" "S. cerevisiae" "COenzyme Q" "1119" "YNR041C" "S000005324" "ORF"
"YDR300C" "OTHER" "1" "PRO1" "S. cerevisiae" "PROline requiring" "1287" "YDR300C" "S000002708" "ORF"
"YPR001W" "OTHER" "1" "CIT3" "S. cerevisiae" "CITrate synthase" "1461" "YPR001W" "S000006205" "ORF"
"YOR202W" "OTHER" "1" "HIS3" "S. cerevisiae" "HIStidine" "663" "YOR202W" "S000005728" "ORF"
